citation,full_reference,exp,,
tausz-posch_et_al_2015,"tausz-posch_s,_dempsey_rw,_seneweera_s,_norton_rm,_fitzgerald_g,_tausz_m_(2015)_does_a_freely_tillering_wheat_cultivar_benefit_more_from_elevated_co2_than_a_restricted_tillering_cultivar_in_a_water-limited_environment?_european_journal_of_agronomy,_64,_21–28",horsham_face9sl_i,,
tausz-posch_et_al_2015,"tausz-posch_s,_dempsey_rw,_seneweera_s,_norton_rm,_fitzgerald_g,_tausz_m_(2015)_does_a_freely_tillering_wheat_cultivar_benefit_more_from_elevated_co2_than_a_restricted_tillering_cultivar_in_a_water-limited_environment?_european_journal_of_agronomy,_64,_21–28",horsham_face9sn_c,,
tausz-posch_et_al_2015,"tausz-posch_s,_dempsey_rw,_seneweera_s,_norton_rm,_fitzgerald_g,_tausz_m_(2015)_does_a_freely_tillering_wheat_cultivar_benefit_more_from_elevated_co2_than_a_restricted_tillering_cultivar_in_a_water-limited_environment?_european_journal_of_agronomy,_64,_21–28",horsham_face9sn_ci,,
tausz-posch_et_al_2015,"tausz-posch_s,_dempsey_rw,_seneweera_s,_norton_rm,_fitzgerald_g,_tausz_m_(2015)_does_a_freely_tillering_wheat_cultivar_benefit_more_from_elevated_co2_than_a_restricted_tillering_cultivar_in_a_water-limited_environment?_european_journal_of_agronomy,_64,_21–28",horsham_face9sn_i,,
taylor_et_al_2007,"taylor_g,_tallis_mj,_giardina_cp,_percy_ke,_miglietta_f,_gupta_ps,_gioli_b,_calfapietra_c,_gielen_b,_kubiske_me,_scarascia-mugnozza_ge,_kets_k,_long_sp,_karnosky_df_(2007)_future_atmospheric_co2_leads_to_delayed_autumnal_senescence:_future_co2_delays_autumnal_senescence_in_populus_global_change_biology_14:264–275",aspenface_pt_c,,
temperton_1998,"temperton_vm_(1998)_the_effects_of_nitrogen_uptake_and_nitrogen_fixation_on_trees_grown_in_elevated_[co2]:_alnus_glutinosa_and_pinus_sylvestris_phd_thesis,_university_of_edinburgh,_270_pp",glendevon_ag_c,,
temperton_1998,"temperton_vm_(1998)_the_effects_of_nitrogen_uptake_and_nitrogen_fixation_on_trees_grown_in_elevated_[co2]:_alnus_glutinosa_and_pinus_sylvestris_phd_thesis,_university_of_edinburgh,_270_pp",glendevon_ag_cf,,
temperton_1998,"temperton_vm_(1998)_the_effects_of_nitrogen_uptake_and_nitrogen_fixation_on_trees_grown_in_elevated_[co2]:_alnus_glutinosa_and_pinus_sylvestris_phd_thesis,_university_of_edinburgh,_270_pp",glendevon_ps_c,,
temperton_1998,"temperton_vm_(1998)_the_effects_of_nitrogen_uptake_and_nitrogen_fixation_on_trees_grown_in_elevated_[co2]:_alnus_glutinosa_and_pinus_sylvestris_phd_thesis,_university_of_edinburgh,_270_pp",glendevon_ps_cf,,
temperton_et_al_2003,"temperton_vm,_grayston_sj,_jackson_g,_barton_cvm,_millard_p,_jarvis_pg_(2003)_effects_of_elevated_carbon_dioxide_concentration_on_growth_and_nitrogen_fixation_in_alnus_glutinosa_in_a_long-term_field_experiment_tree_physiology,_23,_1051-1059",glendevon3_ag_c,,
temperton_et_al_2003,"temperton_vm,_grayston_sj,_jackson_g,_barton_cvm,_millard_p,_jarvis_pg_(2003)_effects_of_elevated_carbon_dioxide_concentration_on_growth_and_nitrogen_fixation_in_alnus_glutinosa_in_a_long-term_field_experiment_tree_physiology,_23,_1051-1059",glendevon3_ag_cf,,
thilakarathne_et_al_2014,"thilakarathne_cl,_tausz-posch_s,_cane_k,_norton_rm,_fitzgerald_gj,_tausz_m,_seneweera_s_(2014)_intraspecific_variation_in_leaf_growth_of_wheat_(triticum_aestivum)_under_australian_grain_free_air_co2_enrichment_(agface):_is_it_regulated_through_carbon_and/",horsham_face10h45_c,,
thomas_et_al_1999,"thomas_sm,_whitehead_d,_reid_jb,_cook_fj,_adams_ja,_leckie_ac_(1999)_growth,_loss,_and_vertical_distribution_of_pinus_radiata_fine_roots_growing_at_ambient_and_elevated_co2_concentration_global_change_biology,_5,_107-121",christchurch_pr_c,,
thomey_et_al_2011,"thomey,_ml,_collins,_sl,_vargas,_r,_johnson,_je,_brown,_rf,_natvig,_do,_friggens,_mt_(2011)_effect_of_precipitation_variability_on_net_primary_production_and_soil_respiration_in_a_chihuahuan_desert_grassland_global_change_biology_17,_1505-1515",sevilleta1_i,,
thomey_et_al_2011,"thomey,_ml,_collins,_sl,_vargas,_r,_johnson,_je,_brown,_rf,_natvig,_do,_friggens,_mt_(2011)_effect_of_precipitation_variability_on_net_primary_production_and_soil_respiration_in_a_chihuahuan_desert_grassland_global_change_biology_17,_1505-1515",sevilleta2_i,,
thomsen_et_al_2006,"thomsen_ma,_corbin_jd,_d’antonio_cm_2006_the_effect_of_soil_nitrogen_on_competition_between_native_and_exotic_perennial_grasses_from_northern_coastal_california_plant_ecology_186(1):_23-35",tomales_bay_f,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bc_c,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bc_cf,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bc_f,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bk_c,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bk_cf,,
thomson_et_al_2014,"thomson_g,_mollah_mr,_partington_dl,_jones_r,_argall_r,_tregenza_j,_fitzgerald_gj_(2013)_effects_of_elevated_carbon_dioxide_and_soil_nitrogen_on_growth_of_two_leafy_brassica_vegetables_new_zealand_journal_of_crop_and_horticultural_science,_41,_69–77",horsham_face10bk_f,,
tilman_et_al_2012,"tilman_et_al,_2012_biodiversity_impacts_ecosystem_productivity_as_much_as_resources,_disturbance,_or_herbivory_10394–10397_|_pnas_|_june_26,_2012_|_vol_109_|_no_30",bethel_c,,
tilman_et_al_2012,"tilman_et_al,_2012_biodiversity_impacts_ecosystem_productivity_as_much_as_resources,_disturbance,_or_herbivory_10394–10397_|_pnas_|_june_26,_2012_|_vol_109_|_no_28",bethel_d,,
tilman_et_al_2012,"tilman_et_al,_2012_biodiversity_impacts_ecosystem_productivity_as_much_as_resources,_disturbance,_or_herbivory_10394–10397_|_pnas_|_june_26,_2012_|_vol_109_|_no_29",bethel_d2,,
tilman_et_al_2012,"tilman_et_al,_2012_biodiversity_impacts_ecosystem_productivity_as_much_as_resources,_disturbance,_or_herbivory_10394–10397_|_pnas_|_june_26,_2012_|_vol_109_|_no_26",bethel_f,,
tilman_et_al_2012,"tilman_et_al,_2012_biodiversity_impacts_ecosystem_productivity_as_much_as_resources,_disturbance,_or_herbivory_10394–10397_|_pnas_|_june_26,_2012_|_vol_109_|_no_27",bethel_f2,,
tingey_et_al_2006,"tingey_et_al,_2006_effects_of_elevated_co2_and_o3_on_soil_respiration_under_ponderosa_pine_soil_biology_&_biochemistry_38,_1764-1778",usepa_pine_c,,
tingey_et_al_2006b,"tingey_et_al,_2006(2)_does_soil_co2_efflux_acclimatize_to_elevated_temperature_and_co2_during_long-term_treatment_of_douglas-fir_seedlings?_new_phytologist_170,_107-118",usepa_pseudo_c,,
tingey_et_al_2006b,"tingey_et_al,_2006(2)_does_soil_co2_efflux_acclimatize_to_elevated_temperature_and_co2_during_long-term_treatment_of_douglas-fir_seedlings?_new_phytologist_170,_107-118",usepa_pseudo_cw,,
tingey_et_al_2006b,"tingey_et_al,_2006(2)_does_soil_co2_efflux_acclimatize_to_elevated_temperature_and_co2_during_long-term_treatment_of_douglas-fir_seedlings?_new_phytologist_170,_107-118",usepa_pseudo_w,,
tissue_et_al_2002,"tissue,_d_t,_lewis,_j_d,_wullschleger,_s_d,_amthor,_j_s,_griffin,_k_l,_&_anderson,_o_r_(2002)_leaf_respiration_at_different_canopy_positions_in_sweetgum_(liquidambar_styraciflua)_grown_in_ambient_and_elevated_concentrations_of_carbon_dioxide_in_the_field tree_physiology, 22(15-16),_1157-1166",ornerp_liqui2_c,,
tjoelker_et_al_2005,"tjoelker_mg,_craine_jm,_wedin_d,_reich_pb,_tilman_d_2005_linking_leaf_and_root_trait_syndromes_among_39_grassland_and_savannah_species new_phytologist, 167(2):_493-508",biocon_c,,
tjoelker_et_al_2005,"tjoelker_mg,_craine_jm,_wedin_d,_reich_pb,_tilman_d_2005_linking_leaf_and_root_trait_syndromes_among_39_grassland_and_savannah_species new_phytologist, 167(2):_493-508",biocon_cf,,
tjoelker_et_al_2005,"tjoelker_mg,_craine_jm,_wedin_d,_reich_pb,_tilman_d_2005_linking_leaf_and_root_trait_syndromes_among_39_grassland_and_savannah_species new_phytologist, 167(2):_493-508",biocon_f,,
toberman_et_al_2008,"toberman_et_al,_2008_summer_drought_effects_upon_soil_and_litter_extracellular_phenol_oxidase_activity_and_soluble_carbon_release_in_an_upland_calluna_heathland",clocaenog_d,,
toberman_et_alb_2008,"toberman_et_al,_2008_summer_drought_effects_upon_soil_and_litter_extracellular_phenol_oxidase_activity_and_soluble_carbon_release_in_an_upland_calluna_heathland",clocaenog_d,,
tokida_et_al_2010,"tokida_et_al,_2010_effects_of_free-air_co2_enrichment_(face)_and_soil_warming_on
ch4_emission_from_a_rice_paddy_field:_impact_assessment_and
stoichiometric_evaluation_biogeosciences,_7,_2639–2653,_2010",riceface_shizukuishi_a_2007_c,,
tokida_et_al_2010,"tokida_et_al,_2010_effects_of_free-air_co2_enrichment_(face)_and_soil_warming_on
ch4_emission_from_a_rice_paddy_field:_impact_assessment_and
stoichiometric_evaluation_biogeosciences,_7,_2639–2653,_2010",riceface_shizukuishi_a_2007_cw,,
tokida_et_al_2010,"tokida_et_al,_2010_effects_of_free-air_co2_enrichment_(face)_and_soil_warming_on
ch4_emission_from_a_rice_paddy_field:_impact_assessment_and
stoichiometric_evaluation_biogeosciences,_7,_2639–2653,_2010",riceface_shizukuishi_a_2007_w,,
tokida_et_al_2011,"tokida_et_al,_2011_methane_and_soil_co2_production_from_current-season
photosynthates_in_a_rice_paddy_exposed_to_elevated_co2
concentration_and_soil_temperature_global_change_biology_(2011)_17,_3327–3337",riceface_shizukuishi_a_2008_c,,
tokida_et_al_2011,"tokida_et_al,_2011_methane_and_soil_co2_production_from_current-season
photosynthates_in_a_rice_paddy_exposed_to_elevated_co2
concentration_and_soil_temperature_global_change_biology_(2011)_17,_3327–3337",riceface_shizukuishi_a_2008_cw,,
tokida_et_al_2011,"tokida_et_al,_2011_methane_and_soil_co2_production_from_current-season
photosynthates_in_a_rice_paddy_exposed_to_elevated_co2
concentration_and_soil_temperature_global_change_biology_(2011)_17,_3327–3337",riceface_shizukuishi_a_2008_w,,
treonis_and_lussenhop_1997,"treonis_&_lussenhop,_1997_rapid_response_of_soil_protozoa_to_elevated_co2_biology_and_fertility_of_soils_25,_60-62",mbs_brassica_c,,
trichet_et_al_2008,"trichet_et_al,_2008_manipulating_nutrient_and_water_availability_in_a_maritime_pine
plantation:_effects_on_growth,_production,_and_biomass_allocation
at_canopy_closure",bordeaux_d,,
trichet_et_al_2008,"trichet_et_al,_2008_manipulating_nutrient_and_water_availability_in_a_maritime_pine
plantation:_effects_on_growth,_production,_and_biomass_allocation
at_canopy_closure",bordeaux_df,,
trichet_et_al_2008,"trichet_et_al,_2008_manipulating_nutrient_and_water_availability_in_a_maritime_pine
plantation:_effects_on_growth,_production,_and_biomass_allocation
at_canopy_closure",bordeaux_df2,,
trichet_et_al_2008,"trichet_p,_loustau_d,_lambrot_c,_linder_s_(2008)_manipulating_nutrient_and_water_availability_in_a_maritime_pine_plantation:_effects_on_growth,_production,_and_biomass_allocation_at_canopy_closure_annals_of_forest_science,_65,",bordeaux_f,,
trichet_et_al_2008,"trichet_et_al,_2008_manipulating_nutrient_and_water_availability_in_a_maritime_pine
plantation:_effects_on_growth,_production,_and_biomass_allocation
at_canopy_closure",bordeaux_f,,
trichet_et_al_2008,"trichet_et_al,_2008_manipulating_nutrient_and_water_availability_in_a_maritime_pine
plantation:_effects_on_growth,_production,_and_biomass_allocation
at_canopy_closure",bordeaux_f2,,
trichet_et_al_2008,"trichet_p,_loustau_d,_lambrot_c,_linder_s_(2008)_manipulating_nutrient_and_water_availability_in_a_maritime_pine_plantation:_effects_on_growth,_production,_and_biomass_allocation_at_canopy_closure_annals_of_forest_science,_65,",bordeaux_fp,,
trichet_et_al_2008,"trichet_p,_loustau_d,_lambrot_c,_linder_s_(2008)_manipulating_nutrient_and_water_availability_in_a_maritime_pine_plantation:_effects_on_growth,_production,_and_biomass_allocation_at_canopy_closure_annals_of_forest_science,_65,",bordeaux_h,,
trichet_et_al_2008,"trichet_p,_loustau_d,_lambrot_c,_linder_s_(2008)_manipulating_nutrient_and_water_availability_in_a_maritime_pine_plantation:_effects_on_growth,_production,_and_biomass_allocation_at_canopy_closure_annals_of_forest_science,_65,",bordeaux_hf,,
trichet_et_al_2008,"trichet_p,_loustau_d,_lambrot_c,_linder_s_(2008)_manipulating_nutrient_and_water_availability_in_a_maritime_pine_plantation:_effects_on_growth,_production,_and_biomass_allocation_at_canopy_closure_annals_of_forest_science,_65,",bordeaux_hfp,,
tricker_et_al_2004,"tricker_pj,_calfapietra_c,_kuzminsky_e,_puleggi_r,_ferris_r,_nathoo_m,_pleasants_lj,_alston_v,_de_angelis_p,_taylor_g_(2004)_long-term_acclimation_of_leaf_production,_development,_longevity_and_quality_following_3 yr_exposure_to_free-air_co2_enrichment_du",euroface_pa_c,,
tricker_et_al_2004,"tricker_pj,_calfapietra_c,_kuzminsky_e,_puleggi_r,_ferris_r,_nathoo_m,_pleasants_lj,_alston_v,_de_angelis_p,_taylor_g_(2004)_long-term_acclimation_of_leaf_production,_development,_longevity_and_quality_following_3 yr_exposure_to_free-air_co2_enrichment_du",euroface_pe_c,,
tricker_et_al_2004,"tricker_pj,_calfapietra_c,_kuzminsky_e,_puleggi_r,_ferris_r,_nathoo_m,_pleasants_lj,_alston_v,_de_angelis_p,_taylor_g_(2004)_long-term_acclimation_of_leaf_production,_development,_longevity_and_quality_following_3 yr_exposure_to_free-air_co2_enrichment_du",euroface_pn_c,,
tricker_et_al_2005,"tricker_pj,_trewin_h,_kull_o,_clarkson_gjj,_eensalu_e,_tallis_mj,_colella_a,_doncaster_cp,_sabatti_m,_taylor_g_(2005)_stomatal_conductance_and_not_stomatal_density_determines_the_long-term_reduction_in_leaf_transpiration_of_poplar_in_elevated_co2_oecolog",euroface_pe_c,,
tricker_et_al_2005,"tricker_pj,_trewin_h,_kull_o,_clarkson_gjj,_eensalu_e,_tallis_mj,_colella_a,_doncaster_cp,_sabatti_m,_taylor_g_(2005)_stomatal_conductance_and_not_stomatal_density_determines_the_long-term_reduction_in_leaf_transpiration_of_poplar_in_elevated_co2_oecolog",euroface_pe_cf,,
tricker_et_al_2005,"tricker_pj,_trewin_h,_kull_o,_clarkson_gjj,_eensalu_e,_tallis_mj,_colella_a,_doncaster_cp,_sabatti_m,_taylor_g_(2005)_stomatal_conductance_and_not_stomatal_density_determines_the_long-term_reduction_in_leaf_transpiration_of_poplar_in_elevated_co2_oecolog",euroface_pe_f,,
tu_et_al_2009,"tu_et_al2009_response_of_soil_respiration_to_simulated_nitrogen_deposition_in_pleioblastus_amarus_forest,_rainy_area_of_west_china",tu_2009_f,,
tu_et_al_2009,"tu_et_al2009_response_of_soil_respiration_to_simulated_nitrogen_deposition_in_pleioblastus_amarus_forest,_rainy_area_of_west_china",tu_2009_f2,,
tu_et_al_2009,"tu_et_al2009_response_of_soil_respiration_to_simulated_nitrogen_deposition_in_pleioblastus_amarus_forest,_rainy_area_of_west_china",tu_2009_f3,,
tu_et_al_2011,"tu_l-h,_hu_t-x,_zhang_j,_li_r-h,_dai_h-z,_luo_s-h_2011_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation_plant_and_soil_340(1-2):_383-396",liujiang_f,,
tu_et_al_2011,"tu_l-h,_hu_t-x,_zhang_j,_li_r-h,_dai_h-z,_luo_s-h_2011_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation_plant_and_soil_340(1-2):_383-396",liujiang_f2,,
tu_et_al_2011,"tu_l-h,_hu_t-x,_zhang_j,_li_r-h,_dai_h-z,_luo_s-h_2011_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation_plant_and_soil_340(1-2):_383-396",liujiang_f3,,
tu_et_al_2011,tu_et_al2011_effects_of_simulated_nitrogen_deposition_on_soil_respiration_in_a_bambusa_pervariabilis_×_dendrocala_mopsi_plantation_in_rainy_area_of_west_china,tu_2011_f,,
tu_et_al_2011,tu_et_al2011_effects_of_simulated_nitrogen_deposition_on_soil_respiration_in_a_bambusa_pervariabilis_×_dendrocala_mopsi_plantation_in_rainy_area_of_west_china,tu_2011_f2,,
tu_et_al_2011,tu_et_al2011_effects_of_simulated_nitrogen_deposition_on_soil_respiration_in_a_bambusa_pervariabilis_×_dendrocala_mopsi_plantation_in_rainy_area_of_west_china,tu_2011_f3,,
tu_et_al_2011b,tu_et_al2011b_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation,tu_2011_f,,
tu_et_al_2011b,tu_et_al2011b_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation,tu_2011_f2,,
tu_et_al_2011b,tu_et_al2011b_short-term_simulated_nitrogen_deposition_increases_carbon_sequestration_in_a_pleioblastus_amarus_plantation,tu_2011_f3,,
tu_et_al_2012b,tu_et_al2012b_effects_of_simulated_nitrogen_deposition_on_soil_respiration_in_a_bambusa_pervariabilis_×_dendrocala_mopsi_plantation_in_rainy_area_of_west_china,tu_2012_f,,
tu_et_al_2012b,tu_et_al2012b_effects_of_simulated_nitrogen_deposition_on_soil_respiration_in_a_bambusa_pervariabilis_×_dendrocala_mopsi_plantation_in_rainy_area_of_west_china,tu_2012_f2,,
tu_et_al_2013,"tu_l-h,_hu_t-x,_zhang_j,_li_x-w,_hu_h-l,_liu_l,_xiao_y-l_2013_nitrogen_addition_stimulates_different_components_of_soil_respiration_in_a_subtropical_bamboo_ecosystem_soil_biology_&_biochemistry_58:_255-264",liujiang_b_f,,
tu_et_al_2013,"tu_l-h,_hu_t-x,_zhang_j,_li_x-w,_hu_h-l,_liu_l,_xiao_y-l_2013_nitrogen_addition_stimulates_different_components_of_soil_respiration_in_a_subtropical_bamboo_ecosystem_soil_biology_&_biochemistry_58:_255-264",liujiang_b_f2,,
tu_et_al_2013,"tu_l-h,_hu_t-x,_zhang_j,_li_x-w,_hu_h-l,_liu_l,_xiao_y-l_2013_nitrogen_addition_stimulates_different_components_of_soil_respiration_in_a_subtropical_bamboo_ecosystem_soil_biology_&_biochemistry_58:_255-264",liujiang_b_f3,,
tu_et_al_2013b,tu_et_al2013b_a_critical_evaluation_of_statistical_approaches_to_examining_the_role_of_growth_trajectories_in_the_developmental_origins_of_health_and_disease,tu_2013b_f,,
tu_et_al_2015,"tu_q,_yuan_m,_he_z,_deng_y,_xue_k,_wu_l,_zhou_j_et_al_2015_fungal_communities_respond_to_long-term_elevated_co2_by_community_reassembly applied_and_environmental_microbiology:_aem-04040",biocon_c,,
tu_et_al_2015,"tu_q,_yuan_m,_he_z,_deng_y,_xue_k,_wu_l,_zhou_j_et_al_2015_fungal_communities_respond_to_long-term_elevated_co2_by_community_reassembly applied_and_environmental_microbiology:_aem-04040",biocon_cf,,
tu_et_al_2015,"tu_q,_yuan_m,_he_z,_deng_y,_xue_k,_wu_l,_zhou_j_et_al_2015_fungal_communities_respond_to_long-term_elevated_co2_by_community_reassembly applied_and_environmental_microbiology:_aem-04040",biocon_f,,
