citation,exp,full_reference,
volder_et_al_2007,ges_cw2,volder_a_gifford_r_m_and_evans_j_r_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biol_13_1040-1052_2007,
volder_et_al_2007,ges_w2,volder_a_gifford_r_m_and_evans_j_r_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biol_13_1040-1052_2007,
volder_et_al_2007,ges_c2,volder_a_gifford_r_m_and_evans_j_r_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biol_13_1040-1052_2007,
volder_et_al_2007,ges_cw,volder_a_gifford_r_m_and_evans_j_r_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biol_13_1040-1052_2007,
volder_et_al_2007,ges_w,volder_a_gifford_r_m_and_evans_j_r_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biol_13_1040-1052_2007,
volder_et_al_2007,ges_cw1,volder_et_al_2007_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biology_13_1040-1052,
volder_et_al_2007,ges_w1,volder_et_al_2007_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biology_13_1040-1052,
volder_et_al_2007,ges_c,volder_et_al_2007_effects_of_elevated_atmospheric_co2_cutting_frequency_and_differential_day/night_atmospheric_warming_on_root_growth_and_turnover_of_phalaris_swards_global_change_biology_13_1040-1052,
volk_and_niklaus_2002,47.55_7.57_c,volk_m_and_niklaus_p_a_respiratory_carbon_loss_of_calcareous_grasslands_in_winter_shows_no_effects_of_4_years’_co2_enrichment_funct_ecol_16_162-166_2002,
von_caemmerer_et_al_2001,new_zealand_face_cf,von_caemmerer_s_ghannoum_o_conroy_j_clark_h_newton_p_2001_photosynthetic_responses_of_temperate_species_to_free_air_co2_enrichment_face_in_a_grazed_new_zealand_pasture_australian_journal_of_plant_physiology_28_439–450,
von_caemmerer_et_al_2001,new_zealand_face_c,von_caemmerer_s_ghannoum_o_conroy_j_clark_h_newton_p_2001_photosynthetic_responses_of_temperate_species_to_free_air_co2_enrichment_face_in_a_grazed_new_zealand_pasture_australian_journal_of_plant_physiology_28_439–450,
von_caemmerer_et_al_2001,new_zealand_face_f,von_caemmerer_s_ghannoum_o_conroy_j_clark_h_newton_p_2001_photosynthetic_responses_of_temperate_species_to_free_air_co2_enrichment_face_in_a_grazed_new_zealand_pasture_australian_journal_of_plant_physiology_28_439–450,
vose_et_al_1995,dri_cf,"vose_j_m_k_j_elliott_et_al_1995_""effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers""_canadian_journal_of_forest_research-revue_canadienne_de_recherche_forestiere_25:_1243-1251",
vose_et_al_1995,dri_c,"vose_j_m_k_j_elliott_et_al_1995_""effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers""_canadian_journal_of_forest_research-revue_canadienne_de_recherche_forestiere_25:_1243-1251",
vose_et_al_1995,dri_c2f2,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1995,dri_c2f,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1995,dri_c2,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1995,dri_cf2,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1995,dri_f2,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1995,dri_f,vose_j_m_et_al_effects_of_elevated_co2_and_n_fertilization_on_soil_respiration_from_ponderosa_pine_pinus_ponderosa_in_open-top_chambers_can_j_for_res_25_1243-1251_1995,
vose_et_al_1997,dri_c2,vose_j_m_elliott_k_j_johnson_d_w_tingey_d_t_and_johnson_m_g_soil_respiration_response_to_three_years_of_elevated_co?_and_n_fertilization_in_ponderosa_pine_pinus_ponderosa_doug_ex_laws_plant_soil_190_19-28_1997,
vose_et_al_1997,dri_c,vose_j_m_elliott_k_j_johnson_d_w_tingey_d_t_and_johnson_m_g_soil_respiration_response_to_three_years_of_elevated_co?_and_n_fertilization_in_ponderosa_pine_pinus_ponderosa_doug_ex_laws_plant_soil_190_19-28_1997,
wacker_et_al_2009,47.26_8.31_f2s6,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_f2,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_f3s6,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_f3,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_fs6,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_f,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wacker_et_al_2009,47.26_8.31_s6,wacker_l_baudois_o_eichenberger-glinz_s_and_schmid_b_2009_diversity_effects_in_early-_and_mid-successional_species_pools_along_a_nitrogen_gradient_ecology_90_637-648,
wagg_et_al_2017,jena_ds1,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_ds2,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_ds3,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_ds4,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_ds,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_s3,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
wagg_et_al_2017,jena_s,wagg_c_o'brien_mj_vogel_a_scherer-lorenzen_m_eisenhauer_n_schmid_b_et_al_2017_plant_diversity_maintains_long-term_ecosystem_productivity_under_frequent_drought_by_increasing_short-term_variation_ecology_98_2952-2961,
waldrop_et_al_2004,michigan_bowo_hf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
waldrop_et_al_2004,michigan_bowo_lf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
waldrop_et_al_2004,michigan_smbw_hf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
waldrop_et_al_2004,michigan_smbw_lf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
waldrop_et_al_2004,michigan_smro_hf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
waldrop_et_al_2004,michigan_smro_lf,waldrop_mp_zak_dr_sinsabaugh_rl_2004_microbial_community_response_to_nitrogen_deposition_in_northern_forest_ecosystems_soil_biology_and_biochemistry_36_1443-1451,
walker_et_al_1997,dri_c2f2,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_c2f,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_c2,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_f2,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_f,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_cf2,walker_r_f_geisinger_d_r_johnson_d_w_and_ball_j_t_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_soil_195_25-36_1997,
walker_et_al_1997,dri_cf,walker_et_al_1997_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_and_soil_195_25-36,
walker_et_al_1997,dri_c,walker_et_al_1997_elevated_atmospheric_co2_and_soil_n_fertility_effects_on_growth_mycorrhizal_colonization_and_xylem_water_potential_of_juvenile_ponderosa_pine_in_a_field_soil_plant_and_soil_195_25-36,
walker_et_al_2017,horsham_face15_cf2,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_cf3,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_cf,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_c,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_f2,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_f3,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
walker_et_al_2017,horsham_face15_f,walker_c_armstrong_r_panozzo_j_partington_d_fitzgerald_g_2017_can_nitrogen_fertiliser_maintain_wheat_triticum_aestivum_grain_protein_concentration_in_an_elevated_co2_environment?_soil_res_55:518–523,
wall_et_al_2001,maricopaface_wheat93_c,wall_g_w_2001_elevated_atmospheric_{co}2_alleviates_drought_stress_in_wheat_agriculture_ecosystems_and_environment_873_261–271_https://doiorg/101016/s0167-88090100170-0,
wall_et_al_2001,maricopaface_wheat93_ci,wall_g_w_2001_elevated_atmospheric_{co}2_alleviates_drought_stress_in_wheat_agriculture_ecosystems_and_environment_873_261–271_https://doiorg/101016/s0167-88090100170-0,
wall_et_al_2006,maricopaface_wheat93_cd,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat93_ci,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat93_c,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat93_d,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat93_i,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat94_cd,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat94_ci,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat94_c,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat94_d,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat94_i,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040085,
wall_et_al_2006,maricopaface_wheat96_cf,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040087,
wall_et_al_2006,maricopaface_wheat96_f,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040086,
wall_et_al_2006,maricopaface_wheat97_cf,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040089,
wall_et_al_2006,maricopaface_wheat97_f,wall_gw_garcia_rl_kimball_ba_hunsaker_dj_long_sp_osborne_cp_pinter_pj_jr_hendrix_dl_wechsung_f_wechsung_g_lamorte_rl_and_idso_sb_interactive_effects_of_elevated_co2_and_drought_on_wheat_agronomy_j_98:354-381_2006_doi:_102134/agronj20040088,
wallenstein_et_al_2006,43.43_-72.45_f4,wallenstein_m_d_mcnulty_s_fernandez_i_j_boggs_j_and_schlesinger_w_h_2006_nitrogen_fertilization_decreases_forest_soil_fungal_and_bacterial_biomass_in_three_long-term_experiments_forest_ecology_and_management_2221–3_459–468_https://doiorg/101016/jforeco200511002,
wallenstein_et_al_2006,43.43_-72.45_f,wallenstein_m_d_mcnulty_s_fernandez_i_j_boggs_j_and_schlesinger_w_h_2006_nitrogen_fertilization_decreases_forest_soil_fungal_and_bacterial_biomass_in_three_long-term_experiments_forest_ecology_and_management_2221–3_459–468_https://doiorg/101016/jforeco200511002,
wallenstein_et_al_2006,bbw_f,wallenstein_m_d_mcnulty_s_fernandez_i_j_boggs_j_and_schlesinger_w_h_2006_nitrogen_fertilization_decreases_forest_soil_fungal_and_bacterial_biomass_in_three_long-term_experiments_forest_ecology_and_management_2221–3_459–468_https://doiorg/101016/jforeco200511002,
wallenstein_et_al_2006,massachusetts_f2,wallenstein_m_d_mcnulty_s_fernandez_i_j_boggs_j_and_schlesinger_w_h_2006_nitrogen_fertilization_decreases_forest_soil_fungal_and_bacterial_biomass_in_three_long-term_experiments_forest_ecology_and_management_2221–3_459–468_https://doiorg/101016/jforeco200511002,
wallenstein_et_al_2006,massachusetts_f,wallenstein_m_d_mcnulty_s_fernandez_i_j_boggs_j_and_schlesinger_w_h_2006_nitrogen_fertilization_decreases_forest_soil_fungal_and_bacterial_biomass_in_three_long-term_experiments_forest_ecology_and_management_2221–3_459–468_https://doiorg/101016/jforeco200511002,
wallenstein_et_al_2006,fork_mountain_f,wallenstein_md_peterjohn_wt_schlesingeri_wh_2006_n_fertilization_effects_on_denitrification_and_n_cycling_in_an_aggrading_forest_ecological_applications_16_2168-2176,
walter_et_al_2011,bayreuth_ebg_d,walter_j_nagy_l_hein_r_rascher_u_beierkuhnlein_c_willner_e_and_jentsch_a_2011_do_plants_remember_drought?_hints_towards_a_drought-memory_in_grasses environmental_and_experimental_botany 711_34-40,
